Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
Female,CIVIL,Tier 2,7.15,5,1,44,87,49,2,70.77,3,1866,0,0
Female,ECE,Tier 2,6.93,2,3,68,77,82,0,67.32,2,1944,1,15.73
Female,IT,Tier 3,5.69,0,7,53,43,81,3,91.35,4,1131,0,0
Male,EEE,Tier 3,8.82,2,4,57,48,87,2,66.98,1,1959,0,0
Female,ECE,Tier 3,7.8,1,7,42,60,58,3,62.23,5,889,0,0
Female,ECE,Tier 1,6.87,2,6,46,99,81,1,86.68,7,1369,1,15.03
Female,MECH,Tier 1,9.33,5,2,46,61,44,0,76.13,5,1467,1,18.02
Male,ECE,Tier 1,8.62,0,1,70,57,66,0,66.2,7,1754,1,16.49
Male,CSE,Tier 3,9.58,4,5,45,93,40,3,63.52,5,1650,0,0
Male,CIVIL,Tier 2,8.6,0,7,69,50,83,4,62.81,1,1747,0,0
Female,CSE,Tier 2,7.9,5,4,88,83,46,4,88.66,4,920,0,0
Female,IT,Tier 3,8.26,5,4,59,93,42,3,76.35,6,1270,0,0
Male,CIVIL,Tier 2,7.43,0,3,50,59,57,2,79.63,4,1893,0,0
Female,ECE,Tier 1,6.86,3,1,65,61,78,4,71.89,2,1425,1,14.28
Male,ECE,Tier 1,7.59,1,9,91,52,59,4,81.28,3,879,1,13.79
Male,EEE,Tier 3,6.09,4,9,49,68,78,2,71.38,4,1046,0,0
Female,EEE,Tier 3,9.46,2,7,98,65,96,2,90.14,1,1071,0,0
Male,ECE,Tier 1,9.6,5,4,94,78,69,2,77.74,5,1901,1,21.46
Female,MECH,Tier 1,6.85,1,6,76,80,82,3,72.03,5,1971,1,15.2
Female,CIVIL,Tier 3,6.54,5,7,82,52,62,2,64.36,1,1257,0,0
Male,IT,Tier 1,6.07,4,7,43,45,58,1,64.44,4,971,1,12.44
Male,CIVIL,Tier 2,6.58,2,2,50,89,58,1,81.87,5,1730,0,0
Male,CSE,Tier 3,8.13,5,1,89,90,76,0,87.87,6,946,0,0
Male,CIVIL,Tier 3,7.29,1,2,70,52,56,1,75.21,6,1386,0,0
Female,EEE,Tier 3,9.05,0,2,87,86,61,0,94.65,0,1634,0,0
Female,EEE,Tier 3,5.17,4,4,84,47,74,0,66.64,6,1970,0,0
Female,IT,Tier 2,9.64,0,1,97,74,77,3,86.64,7,1660,1,17.81
Female,CSE,Tier 3,7.63,2,7,45,76,93,3,65.03,6,1250,0,0
Female,IT,Tier 2,8.15,3,9,95,66,68,0,94.63,0,1595,1,16.17
Male,CSE,Tier 2,8.49,3,7,99,96,81,1,91.5,4,1098,1,16.09
Female,CSE,Tier 1,7.83,0,4,72,95,44,0,60.12,1,803,1,12.91
Male,CSE,Tier 2,5.56,3,6,59,60,82,0,97.5,1,1620,1,12.16
Female,ECE,Tier 1,5.64,3,8,63,60,49,4,70.95,6,1134,0,0
Female,CSE,Tier 3,5.88,5,1,41,82,87,3,87.93,2,1615,0,0
Female,ECE,Tier 1,6.13,0,9,87,45,76,3,79.85,3,1748,1,13.07
Male,CSE,Tier 2,9.83,2,4,45,94,83,3,67.98,7,1140,1,17.92
Male,MECH,Tier 3,7.54,5,1,67,94,49,3,99.41,7,836,0,0
Female,EEE,Tier 3,8.38,4,6,47,65,92,2,63.06,5,1030,0,0
Male,MECH,Tier 3,8,3,9,58,97,98,1,95.15,5,1945,1,17.33
Male,CIVIL,Tier 2,9.36,1,9,72,71,64,0,72.19,4,1989,1,18.97
Female,CSE,Tier 2,6.65,2,1,95,64,93,3,74.98,2,1048,0,0
Male,ECE,Tier 3,8.78,2,7,74,57,89,2,61.11,4,1739,0,0
Male,IT,Tier 3,6.92,2,2,78,90,68,3,99.28,2,1897,0,0
Male,CIVIL,Tier 1,8.99,3,9,96,63,51,1,82.41,6,1587,1,16.88
Male,ECE,Tier 3,8.33,2,3,51,65,47,1,98.49,3,1423,0,0
Male,CSE,Tier 3,9.73,3,7,94,41,49,0,60.24,6,1158,0,0
Female,MECH,Tier 3,8.72,2,9,48,86,99,3,66.91,7,1133,0,0
Female,ECE,Tier 2,6.7,5,4,47,96,67,3,94.41,5,1478,0,0
Male,MECH,Tier 2,7.33,4,2,52,63,98,3,74.31,0,1817,1,16.43
Female,ECE,Tier 1,7.28,0,5,85,54,68,2,89.57,4,1630,1,14.15
Male,IT,Tier 1,7.14,0,4,88,94,81,2,99.37,1,1451,1,14.85
Male,CSE,Tier 1,8.84,3,5,94,66,93,0,82.56,6,1092,1,16.93
Male,EEE,Tier 2,5.64,2,4,45,73,67,1,88.26,2,1407,0,0
Female,EEE,Tier 2,9.32,5,3,48,62,63,4,67.4,4,1770,0,0
Female,CIVIL,Tier 1,5.32,1,8,88,52,87,3,94.82,1,1610,1,13.11
Male,CSE,Tier 3,8.87,4,2,66,76,87,4,98.7,1,1087,0,0
Female,CSE,Tier 1,9,0,6,69,75,98,1,64.78,6,937,1,15.73
Male,ECE,Tier 1,9.56,1,4,72,67,63,3,63.49,7,1170,1,16.79
Female,MECH,Tier 2,6.67,0,1,93,62,99,1,87.79,4,1591,0,0
Male,CSE,Tier 1,9.34,5,6,85,47,84,1,82.07,0,1910,1,21.24
Female,MECH,Tier 1,5.65,1,2,78,76,91,4,83.79,4,1608,1,14.52
Female,EEE,Tier 1,5.56,2,7,57,91,72,0,94.26,7,965,1,12.04
Male,CIVIL,Tier 1,8.53,3,1,86,94,94,2,75.98,7,1683,1,18.86
Male,CIVIL,Tier 1,5.63,2,7,87,50,48,0,66.25,7,1689,1,12.95
Male,EEE,Tier 1,7.75,0,2,40,46,62,4,83.35,5,809,0,0
Female,CSE,Tier 3,5.61,2,5,82,70,72,2,89.5,2,1623,0,0
Male,ECE,Tier 2,9.6,2,3,64,49,79,4,78.42,5,1155,0,0
Female,CSE,Tier 3,5.44,5,2,49,93,69,4,89.08,6,1957,0,0
Female,IT,Tier 1,5.59,0,7,82,89,64,4,77.16,6,1491,1,10.83
Male,MECH,Tier 3,6.12,5,9,70,49,73,4,91.07,4,875,0,0
Male,ECE,Tier 1,7.66,4,4,55,50,50,4,98.58,6,1298,0,0
Female,CIVIL,Tier 3,7.86,1,5,59,90,51,0,92.67,3,828,0,0
Male,ECE,Tier 1,8.37,3,9,47,71,50,2,96.94,2,1264,1,15.97
Male,ECE,Tier 2,8.07,0,6,81,87,65,2,92.4,3,1414,1,14.55
Female,ECE,Tier 1,5.94,2,5,43,80,44,2,97.85,6,1049,0,0
Female,ECE,Tier 1,5.64,1,1,87,69,94,2,67.9,4,982,1,11.9
Male,IT,Tier 1,9.79,0,1,70,55,60,2,74.02,6,1330,1,17.66
Male,CIVIL,Tier 1,7.14,1,4,86,60,48,3,86.82,2,885,0,0
Female,ECE,Tier 2,9.85,5,8,78,98,77,2,60.87,6,1935,1,21.27
Female,EEE,Tier 3,6.48,0,7,51,80,74,2,76.12,0,1636,0,0
Male,EEE,Tier 2,5.53,4,2,70,69,95,2,82.24,0,1861,1,16.04
Female,MECH,Tier 1,6.36,3,7,98,98,94,4,97.9,0,1519,1,16.32
Male,CSE,Tier 1,7.24,0,4,46,41,47,2,83.65,5,1743,0,0
Female,MECH,Tier 1,5.56,2,4,40,64,80,2,97.15,2,1627,1,13.57
Female,EEE,Tier 2,6.04,2,9,78,55,78,3,60.62,3,949,0,0
Female,IT,Tier 1,7.09,1,2,73,51,51,0,73.6,5,1816,1,14.66
Male,CIVIL,Tier 3,9.42,0,9,80,94,45,2,87.48,6,1498,0,0
Female,CSE,Tier 1,6.68,1,7,89,59,45,4,79.27,4,1906,1,12.16
Female,IT,Tier 3,7.54,3,3,96,90,82,2,61.61,1,944,0,0
Female,IT,Tier 2,6.06,5,3,80,91,81,1,94.71,4,941,1,13.07
Female,CSE,Tier 1,9.42,5,1,42,71,82,3,89.23,4,1354,1,20.17
Female,EEE,Tier 1,9.36,2,4,85,62,53,0,99.74,6,856,1,17.09
Male,CIVIL,Tier 1,5.32,5,5,62,48,63,1,73.93,4,1090,1,11.63
Male,CIVIL,Tier 2,7.09,4,3,95,96,73,3,93.08,3,1987,1,16.62
Female,ECE,Tier 2,5.12,1,5,66,56,51,2,74.36,7,1071,0,0
Female,CIVIL,Tier 3,6.77,2,1,83,73,61,3,88.01,7,1490,0,0
Female,MECH,Tier 3,5.24,0,3,60,79,55,0,70.17,5,1203,0,0
Female,EEE,Tier 1,7.17,5,7,87,79,64,4,97.12,2,1775,1,17.13
Female,IT,Tier 1,6.85,5,4,79,56,41,1,96.13,0,1126,1,14.51
Female,EEE,Tier 2,8.51,4,1,88,44,67,1,72.72,3,1840,1,18.46
Female,EEE,Tier 1,9.46,0,3,95,48,52,3,76.74,7,1191,1,14.97
Female,CIVIL,Tier 3,7.36,5,7,64,46,88,4,60.69,1,1536,0,0
Female,MECH,Tier 1,9.5,4,1,66,89,52,0,83.53,1,1541,1,20.97
Female,EEE,Tier 3,6.07,5,1,89,66,51,2,84.01,7,1256,0,0
Female,IT,Tier 2,6.13,3,1,82,90,62,0,62.73,1,1424,0,0
Female,ECE,Tier 2,9.36,1,5,74,41,92,2,94.06,5,1171,1,17.01
Female,MECH,Tier 2,8.06,4,8,73,71,55,2,71.78,7,1850,1,15.85
Male,CIVIL,Tier 1,5.46,4,4,98,81,57,2,89.18,1,1907,1,14.03
Male,CSE,Tier 2,9.58,2,5,91,73,65,0,64.7,0,1041,1,16.18
Female,CIVIL,Tier 1,8.76,4,2,57,83,74,4,88.08,7,801,1,17.24
Female,CSE,Tier 2,6.86,2,6,63,96,70,2,67.87,1,1090,1,14.67
Female,EEE,Tier 1,9.87,3,8,40,77,70,2,80.03,5,1069,1,19.14
Male,EEE,Tier 1,7.98,3,3,90,92,79,2,96.79,5,1906,1,17.67
Male,EEE,Tier 1,8.7,0,8,40,72,98,2,97.99,7,1856,1,17.43
Female,MECH,Tier 2,8.24,1,7,57,47,45,2,78.33,6,1986,0,0
Male,EEE,Tier 1,9.91,3,3,66,60,92,0,91.91,3,1737,1,20.15
Male,EEE,Tier 3,7.88,3,9,87,69,92,1,75.88,6,1728,1,17.78
Male,CSE,Tier 3,5.48,3,3,96,93,61,1,65.92,0,925,0,0
Male,CIVIL,Tier 2,7.95,5,9,91,86,93,1,60.77,1,1176,1,16.57
Female,CSE,Tier 3,6.49,5,1,86,94,70,2,70.15,6,1032,0,0
Male,CIVIL,Tier 2,5.4,2,9,63,97,91,2,61.08,2,1020,1,11.2
Male,MECH,Tier 2,6.75,3,8,67,77,46,0,63.62,4,1461,1,13.16
Male,MECH,Tier 1,5.96,3,9,96,47,94,4,98.06,1,881,1,12.33
Male,ECE,Tier 1,9.33,3,2,88,75,50,0,82.22,3,1943,1,19.58
Female,EEE,Tier 1,7.29,2,7,42,52,99,1,92.96,1,1749,1,15.86
Male,ECE,Tier 3,7.21,0,3,82,77,78,1,91.2,7,1236,0,0
Female,CIVIL,Tier 3,5.5,5,1,42,57,83,4,76.72,3,1711,0,0
Male,CSE,Tier 3,6.04,2,2,98,70,49,0,87.92,3,1928,0,0
Female,ECE,Tier 1,5.74,1,6,98,62,95,1,89.67,5,1396,1,14.06
Male,MECH,Tier 3,5.35,2,2,70,57,63,2,73.26,4,936,0,0
Male,CSE,Tier 3,8.76,4,8,72,47,86,1,60.84,6,1237,0,0
Male,CSE,Tier 1,9.58,5,2,71,54,51,3,90.48,6,1414,1,19.41
Male,IT,Tier 1,8.39,1,7,82,89,61,4,87.01,2,951,1,14.65
Female,CSE,Tier 1,9.96,1,3,74,57,44,0,69.5,0,1841,1,19.07
Female,ECE,Tier 3,8.73,1,7,51,46,80,1,75.36,6,1084,0,0
Male,IT,Tier 2,6.75,4,3,45,48,41,0,73.61,6,1684,0,0
Female,CSE,Tier 1,6.11,4,6,96,47,78,0,87.47,7,1309,1,14.94
Male,ECE,Tier 3,5.64,3,4,62,93,40,3,79.26,2,1651,0,0
Female,EEE,Tier 3,8.57,2,3,42,49,89,0,68.56,7,1878,0,0
Male,MECH,Tier 2,7.98,5,6,77,77,71,0,91.1,2,1914,1,19.14
Female,EEE,Tier 1,7.49,0,3,69,43,42,0,71.19,7,983,0,0
Female,IT,Tier 3,7.62,4,1,61,83,43,3,62.48,6,957,0,0
Female,CIVIL,Tier 1,7.84,3,3,49,98,88,4,62.1,2,1192,1,16.95
Male,ECE,Tier 1,8.53,3,2,98,94,60,3,72.39,5,1892,1,17.51
Female,CSE,Tier 2,9.07,0,1,43,94,65,0,70.25,7,1456,0,0
Male,IT,Tier 2,5.97,2,4,68,73,71,1,85.7,4,1101,0,0
Male,MECH,Tier 2,8.62,0,1,45,75,86,3,72.83,5,1845,0,0
Male,ECE,Tier 3,8.91,1,6,98,48,98,2,97.6,2,1422,0,0
Male,ECE,Tier 2,5.04,3,9,49,52,95,1,83.85,1,1384,1,11.79
Female,CIVIL,Tier 2,8.18,3,8,70,93,57,0,73.86,2,1420,1,16.37
Female,MECH,Tier 3,5.22,0,6,45,69,97,3,64.64,3,1920,0,0
Female,MECH,Tier 1,7.14,2,4,81,83,96,4,63.58,0,1183,1,16.08
Male,CIVIL,Tier 2,6.66,2,4,63,71,91,2,69.41,2,1229,0,0
Male,EEE,Tier 1,6.91,4,7,75,47,85,0,69.06,4,1239,1,16.03
Male,CSE,Tier 1,8.69,1,1,59,56,71,0,85.73,6,1697,1,18.4
Female,CSE,Tier 3,8.63,1,2,75,62,97,1,67.08,4,1574,0,0
Female,IT,Tier 2,5.28,2,1,49,69,71,0,98.45,6,1885,0,0
Female,CSE,Tier 2,6.77,3,7,92,93,83,0,85.95,5,1061,1,13.09
Male,CIVIL,Tier 3,7.06,3,6,97,74,61,3,61.87,5,1194,0,0
Male,ECE,Tier 3,7.65,4,9,87,60,44,2,75.74,1,893,0,0
Male,CSE,Tier 1,6.84,1,8,44,66,86,2,88.18,5,1901,1,15.01
Male,CSE,Tier 2,8.72,4,9,90,68,79,2,72.96,0,1003,1,17.24
Female,CSE,Tier 2,7.19,5,5,98,57,94,3,78.6,0,1263,1,16.15
Male,IT,Tier 3,8.75,0,1,93,91,75,0,66.63,1,1417,0,0
Female,ECE,Tier 2,8.44,4,1,57,73,77,0,93.19,3,1991,1,19.34
Female,MECH,Tier 2,6.02,1,9,61,78,86,0,99.59,0,1502,1,12.39
Male,MECH,Tier 3,8.43,5,7,63,43,75,3,95.72,4,1423,0,0
Female,ECE,Tier 3,9.86,1,4,87,45,40,0,72.07,6,1079,0,0
Male,EEE,Tier 1,7.75,0,8,71,52,61,2,86.18,0,1807,1,15.34
Male,CSE,Tier 2,6.44,4,3,62,44,84,2,76.41,7,1634,0,0
Female,EEE,Tier 3,9.98,5,8,78,59,96,0,83.23,6,868,1,20.06
Male,CSE,Tier 3,8.66,4,2,98,86,61,0,97.29,1,1589,0,0
Male,EEE,Tier 2,8.45,5,3,78,88,98,0,82.64,3,1020,1,19.27
Male,ECE,Tier 3,6.75,2,6,75,55,74,2,90.88,3,1168,0,0
Female,IT,Tier 3,8.24,4,7,45,82,45,4,88.55,3,1890,0,0
Male,IT,Tier 1,9.31,1,4,77,97,45,3,94.18,3,1444,1,16.14
Male,MECH,Tier 2,6.14,0,5,44,63,72,0,89.84,7,1794,0,0
Male,EEE,Tier 1,7.74,3,8,71,79,71,0,74.45,3,1074,1,14.62
Male,MECH,Tier 2,6.97,2,1,94,85,77,2,78.29,7,1083,0,0
Male,CSE,Tier 1,7.81,5,7,77,78,87,4,85.5,6,1298,1,18.04
Female,MECH,Tier 2,9.86,3,6,60,71,94,2,71.46,7,1217,1,19.29
Female,EEE,Tier 3,7.88,0,5,65,92,75,2,78.37,4,1138,0,0
Male,EEE,Tier 3,9.76,3,7,45,82,57,1,92.27,2,988,0,0
Male,EEE,Tier 1,7.87,5,9,56,50,43,2,64.54,4,1203,1,17.24
Female,CSE,Tier 1,8.85,0,6,59,66,60,0,79.08,7,1261,1,16.55
Female,MECH,Tier 1,6.23,1,5,85,67,87,4,68.8,0,1708,1,15.48
Female,MECH,Tier 3,9.99,3,5,79,45,98,3,95.75,6,1674,0,0
Female,CIVIL,Tier 1,6.54,2,8,73,77,60,2,71.68,5,1553,1,13.49
Female,MECH,Tier 2,8.49,1,5,65,81,77,3,74.49,2,1933,1,16.6
Female,MECH,Tier 1,7.31,1,9,92,74,68,1,70.35,7,1560,1,14.28
Male,CIVIL,Tier 2,5.54,0,3,53,43,49,0,63.01,6,1708,0,0
Male,MECH,Tier 1,5.07,4,7,69,86,56,3,76.27,4,1959,1,13.67
Female,ECE,Tier 3,8.97,1,4,54,52,88,2,77.86,3,1063,0,0
Male,ECE,Tier 1,7.9,3,9,53,60,97,4,84.05,5,1217,1,18.01
Female,MECH,Tier 3,6.68,0,6,76,85,93,3,90.73,2,1286,0,0
Female,EEE,Tier 3,6.86,3,4,58,89,41,3,80.67,5,1837,0,0
Male,IT,Tier 2,6.93,4,2,93,99,74,2,73.09,0,1094,1,14.26
Female,IT,Tier 2,8.95,0,1,70,61,87,1,99.21,7,1646,1,17.02
Male,ECE,Tier 3,8.56,4,1,69,84,82,1,77.11,2,1617,0,0
Female,CSE,Tier 3,8.15,0,2,49,83,63,2,84.54,2,1015,0,0
Male,CSE,Tier 1,5.17,1,7,93,72,48,0,73.09,7,1265,1,9.87
Male,CIVIL,Tier 1,8.42,1,5,90,49,82,1,91.24,1,1312,1,15.97
Female,ECE,Tier 2,7.38,5,8,43,65,76,1,94.61,7,910,1,15.96
Female,EEE,Tier 1,9.29,0,5,95,58,48,4,94.16,3,1053,1,16.9
Female,CSE,Tier 2,8.19,2,4,99,66,47,2,79.48,4,1587,0,0
Male,CIVIL,Tier 1,8.97,1,7,45,82,77,4,79.73,7,1417,1,18.18
Male,EEE,Tier 1,8.62,1,5,80,80,52,0,86.43,2,1645,1,15.28
Female,MECH,Tier 2,8.97,0,9,71,69,51,2,93.72,4,1944,1,16.4
Female,ECE,Tier 2,7.63,4,4,67,66,94,0,77.56,7,990,1,15.77
Female,IT,Tier 2,7.15,3,5,88,95,61,3,65.65,3,1689,1,15.29
Male,CIVIL,Tier 1,8.44,3,4,73,66,80,3,68.93,1,1638,1,19.29
Male,ECE,Tier 3,6.74,0,4,44,97,96,1,81.55,7,922,0,0
Female,MECH,Tier 3,7.25,4,4,56,73,98,3,65.68,5,1691,0,0
Female,CSE,Tier 2,6.7,1,3,55,87,42,3,63.81,4,1944,0,0
Female,MECH,Tier 2,9.01,1,6,48,90,80,3,67.45,0,1775,1,16.39
Female,MECH,Tier 3,9.5,1,1,90,58,50,3,97.04,1,927,0,0
Female,EEE,Tier 3,5.79,3,7,98,40,41,3,93.56,5,1673,0,0
Male,EEE,Tier 3,6.08,0,2,67,73,49,3,79.35,2,1506,0,0
Female,IT,Tier 1,5.28,2,7,85,66,46,4,88.6,0,1489,0,0
Male,CSE,Tier 2,8.06,2,3,76,64,62,3,98.16,4,1965,0,0
Male,CIVIL,Tier 1,9.9,0,2,86,74,88,2,96.85,3,1657,1,18.67
Male,CIVIL,Tier 3,5.16,4,8,58,53,67,3,77.08,1,911,0,0
Female,IT,Tier 1,6.62,5,3,96,91,87,3,83.09,7,1392,1,15.96
Male,IT,Tier 1,9.81,1,1,59,85,60,2,71.16,3,1340,1,17.98
Female,EEE,Tier 1,7.29,0,9,99,59,88,0,84.69,6,1237,1,13.2
Female,CIVIL,Tier 2,5.49,5,2,81,41,95,3,64.92,3,1057,0,0
Female,IT,Tier 3,7.94,1,4,53,84,94,0,92.91,4,1762,0,0
Male,IT,Tier 3,9.49,0,4,89,66,93,2,99.16,6,1717,0,0
Male,CIVIL,Tier 2,7.3,2,5,43,94,67,1,69.44,7,1597,1,15.08
Male,EEE,Tier 2,9.76,4,6,67,96,67,0,93.58,5,1215,1,19.07
Female,MECH,Tier 3,8.26,4,2,56,67,77,0,72.07,4,1811,0,0
Male,MECH,Tier 2,6.01,3,3,61,50,76,3,90.51,5,1092,0,0
Female,EEE,Tier 2,6.49,4,5,89,43,46,0,65.57,6,1744,0,0
Female,ECE,Tier 3,8.9,2,9,44,43,76,0,65.84,2,1866,0,0
Male,MECH,Tier 3,5.92,0,2,74,55,60,3,62.94,6,1989,0,0
Female,CSE,Tier 1,7.68,2,1,62,80,68,1,97.48,7,1934,1,15.6
Male,EEE,Tier 1,7.9,0,3,56,81,60,0,77.46,0,1124,1,13.89
Male,ECE,Tier 3,7.12,2,6,48,94,48,0,69.47,1,1839,0,0
Male,IT,Tier 2,8.07,1,1,52,43,45,0,96.65,6,1270,0,0
Male,IT,Tier 3,5.89,4,8,61,57,82,1,64.29,0,1525,0,0
Male,CIVIL,Tier 2,9.66,3,5,83,62,84,4,76.09,7,1354,1,19.44
Male,EEE,Tier 1,6.76,5,1,96,46,74,4,68.5,7,1366,1,16.33
Female,CIVIL,Tier 3,8.05,1,7,83,82,42,3,74.7,6,1441,0,0
Female,IT,Tier 3,8.51,1,2,90,63,90,0,63.04,1,1491,0,0
Male,EEE,Tier 2,7.85,0,2,71,53,91,2,77.83,1,921,0,0
Female,CIVIL,Tier 1,6.08,0,3,91,67,40,3,94.29,5,1055,0,0
Female,CSE,Tier 1,7.82,2,4,44,51,48,3,64.9,5,1798,0,0
Female,IT,Tier 3,6.24,5,7,76,85,95,3,99.15,2,1468,0,0
Female,CIVIL,Tier 3,5.05,4,3,57,91,70,3,69.38,6,1794,0,0
Female,CSE,Tier 3,5.45,5,3,86,48,66,4,98.05,6,1743,0,0
Male,EEE,Tier 3,6.16,3,9,79,70,74,4,69.17,6,1608,0,0
Male,CIVIL,Tier 1,9.85,0,7,49,67,62,0,62.11,0,1395,1,18.5
Female,CIVIL,Tier 1,8.71,2,8,53,75,58,4,89.25,5,1449,1,16.93
Male,IT,Tier 2,5.05,0,5,60,43,40,1,82.57,4,1727,0,0
Male,MECH,Tier 3,8.75,5,8,86,82,41,0,93.69,0,1140,0,0
Female,EEE,Tier 2,8.88,5,4,53,59,81,0,89.46,6,1489,1,18.68
Female,CSE,Tier 1,7.09,2,7,53,74,59,0,70.34,4,991,1,12.43
Male,CIVIL,Tier 1,7.28,4,8,53,99,96,4,76.43,0,1813,1,17.82
Male,IT,Tier 1,9.39,2,3,97,97,62,4,65.74,4,1977,1,18.35
Female,CIVIL,Tier 2,7.14,4,1,94,85,59,1,95.46,6,1772,1,17.44
Female,MECH,Tier 3,6.68,1,1,49,43,99,4,88.22,7,976,0,0
Female,ECE,Tier 2,5.38,5,8,76,58,65,4,63.79,3,1080,0,0
Female,EEE,Tier 3,9.96,3,4,73,77,60,4,65.49,6,1174,0,0
Female,EEE,Tier 1,6.01,0,4,80,54,49,1,98.8,7,1021,0,0
Male,EEE,Tier 3,9.69,1,9,92,81,92,1,77.43,1,1644,1,18.23
Male,IT,Tier 2,7.32,3,2,90,80,72,3,73.75,4,1756,1,15.69
Male,EEE,Tier 1,7.42,1,6,65,70,94,2,98.87,2,1305,1,14.45
Female,MECH,Tier 3,9.77,1,6,56,59,86,1,68.66,3,1621,0,0
Female,CIVIL,Tier 1,8.71,4,5,82,65,88,2,68.39,6,1601,1,19.14
Female,MECH,Tier 2,7.34,4,8,60,83,87,0,60.12,2,1458,1,15.26
Female,CIVIL,Tier 2,6.06,3,6,65,62,82,4,80.61,6,1846,0,0
Female,EEE,Tier 3,5.09,2,9,43,80,55,3,98.63,1,1103,0,0
Female,EEE,Tier 1,9.1,5,7,98,48,96,1,95.64,0,1940,1,21.32
Female,ECE,Tier 3,5.01,3,5,44,95,75,2,68.27,3,1855,0,0
Male,IT,Tier 2,7.32,5,5,49,47,84,1,93.13,5,1150,1,15.91
Male,CIVIL,Tier 1,8.64,0,6,73,54,50,2,74.44,6,807,1,15.17
Male,CSE,Tier 2,8.68,2,3,50,40,71,2,93.58,5,1153,0,0
Female,EEE,Tier 3,5.42,0,2,89,53,50,1,77.84,0,1159,0,0
Female,CSE,Tier 2,5.97,1,7,44,84,93,1,78.75,5,1308,1,10.79
Female,CIVIL,Tier 1,5.37,5,8,42,99,55,3,64.4,3,1778,1,13.79
Female,CSE,Tier 1,7.52,4,3,57,95,67,0,61.33,5,1116,1,15.4
Male,CIVIL,Tier 2,5.33,4,5,70,78,58,3,65.98,4,1933,0,0
Male,EEE,Tier 1,7.79,0,3,53,64,60,2,64.14,6,1111,0,0
Male,CSE,Tier 2,5.01,3,4,50,60,59,0,89.87,0,1780,0,0
Female,MECH,Tier 2,5.55,2,9,74,57,88,0,74.08,4,1454,1,12.56
Female,CIVIL,Tier 1,9.87,0,7,70,99,45,3,98.7,4,1719,1,18.46
Male,CIVIL,Tier 1,9.21,4,7,88,54,58,4,82.13,2,1298,1,18.03
Female,ECE,Tier 2,8.5,2,1,73,96,54,2,83.71,6,1350,0,0
Female,IT,Tier 1,8.15,3,9,41,71,53,3,73.25,3,835,1,14.64
Male,ECE,Tier 3,8.25,1,5,68,84,72,1,81.78,3,1382,0,0
Male,MECH,Tier 1,6.12,4,4,87,80,65,2,99.62,5,1857,1,14.59
Female,ECE,Tier 3,6.38,0,6,84,41,55,2,62.29,4,1466,0,0
Female,CSE,Tier 1,8.78,3,5,88,40,51,1,80.18,2,1165,1,17.04
Female,CIVIL,Tier 2,8.93,0,3,81,77,97,0,83.39,4,1033,1,15.54
Female,CSE,Tier 1,6.93,5,3,97,76,59,3,98.77,4,994,1,13.89
Female,CSE,Tier 1,8.91,1,4,47,51,53,2,83.44,1,1818,1,18.07
Male,ECE,Tier 3,6.18,2,7,68,80,98,2,93.3,5,1678,0,0
Male,ECE,Tier 2,6.21,5,8,43,73,64,1,64.34,7,1482,1,15.03
Female,CSE,Tier 2,8.18,4,6,53,71,57,1,77.68,0,1903,1,16.58
Male,MECH,Tier 2,7.53,4,7,56,85,57,1,68.34,4,1131,1,16.13
Male,CIVIL,Tier 2,7.54,5,9,93,89,85,3,87.56,1,983,1,16.01
Male,EEE,Tier 3,6.11,2,8,93,46,86,0,94.71,2,1192,0,0
Female,IT,Tier 3,8.99,1,1,81,75,82,3,98.09,7,1986,0,0
Female,MECH,Tier 1,9.18,4,2,43,41,67,4,99.84,5,1337,1,19.41
Female,CSE,Tier 3,9.73,0,9,56,72,43,3,72.96,7,831,0,0
Male,MECH,Tier 2,9.01,5,8,67,53,83,0,88.7,2,851,1,18.79
Female,MECH,Tier 1,8.08,2,4,40,72,91,3,86.23,0,1997,1,18.51
Female,CIVIL,Tier 3,8.89,5,6,94,52,67,4,66.15,3,1359,0,0
Male,CIVIL,Tier 1,5.05,2,3,49,96,68,4,69.84,3,1266,0,0
Male,ECE,Tier 3,5.41,1,1,44,97,49,4,69.33,2,1081,0,0
Male,EEE,Tier 1,8.37,1,2,51,73,82,3,84.86,4,1627,1,17.03
Male,EEE,Tier 3,7.62,2,7,43,41,50,4,66.22,3,1761,0,0
Male,IT,Tier 2,9.12,0,1,83,84,91,4,84.43,3,1092,0,0
Male,CIVIL,Tier 3,9.08,1,1,92,47,75,2,90.25,4,835,0,0
Female,ECE,Tier 1,5.88,4,8,51,58,79,1,89.65,6,1379,1,14.33
Male,EEE,Tier 2,8.85,2,1,46,40,63,1,76.74,7,1521,0,0
Female,EEE,Tier 2,9.13,5,7,62,83,80,0,90.52,2,1966,1,19.18
Female,IT,Tier 1,8.15,5,6,87,96,69,0,68.65,2,1066,1,17.67
Female,IT,Tier 1,5.44,0,4,70,81,57,4,66.36,7,1840,0,0
Female,MECH,Tier 3,9.58,5,1,61,59,77,1,60.02,7,1684,0,0
Male,EEE,Tier 2,8.35,2,8,60,45,96,1,68.69,0,1417,1,16.74
Female,ECE,Tier 1,7.92,1,7,98,57,42,2,86.87,4,1700,1,13.5
